Name,Location,Locality,City,Cuisine,Rating,Votes,Cost,popularity_score
Wow! Momo,"Santoshpur, South Kolkata", South Kolkata,Kolkata,"Fast Food,  Tibetan",3.4,5,400,8.78887250245193
Emoji,"New Town, 24 Parganas North", 24 Parganas North,Kolkata,"North Indian,  Chinese,  Continental",4.4,2,500,6.973835003173087
Damn! Yumm!,"Dumdum, 24 Parganas North", 24 Parganas North,Kolkata,"Chinese,  Fast Food",2.0,1,500,2.0
Tezpata Restaurant,"New Town, 24 Parganas North", 24 Parganas North,Kolkata,Bengali,5.0,1,500,5.0
Wow! Momo,"Tollygunge, South Kolkata", South Kolkata,Kolkata,"Fast Food,  Tibetan",4.1,32,400,20.68201588936966
Rath,"Belgharia, 24 Parganas North", 24 Parganas North,Kolkata,"North Indian,  Chinese,  Bengali",2.5,2,400,3.96240625180289
Blue Tokai Coffee Roasters,"Novotel Kolkata Hotel and Residencies,New Town, 24 Parganas North", 24 Parganas North,Kolkata,"Fast Food,  Coffee",1.0,1,800,1.0
Haji Ali,"Santoshpur, South Kolkata", South Kolkata,Kolkata,"Mughlai,  North Indian,  Chinese",4.0,1,600,4.0
L'Instant Cafe,"Tollygunge, South Kolkata", South Kolkata,Kolkata,"Italian,  Mexican",4.4,13,800,16.75236165705346
The Chaiwala,"Tollygunge, South Kolkata", South Kolkata,Kolkata,"Fast Food,  Tea",4.1,23,600,18.798346252956737
Raajbarir Khawa,"Santoshpur, South Kolkata", South Kolkata,Kolkata,"Bengali,  Seafood",3.1,17,600,12.926767504471169
The Yellow Straw,"Pecon Tower,Rajarhat, 24 Parganas North", 24 Parganas North,Kolkata,"Juice,  Shakes,  Fast Food",4.8,4,300,11.145254855459338
Buddha Bites,"Ajoy Nagar, South Kolkata", South Kolkata,Kolkata,"Chinese,  Asian",3.1,22,1000,14.02304206377674
West Light Vally Restaurant Cum Bar,"Calcutta Greens Commercial Complex,Santoshpur, South Kolkata", South Kolkata,Kolkata,"North Indian,  Chinese,  Continental",4.0,1,1500,4.0
The Sugarr and Spice,"Baghajatin, South Kolkata", South Kolkata,Kolkata,"Desserts,  Bakery and Confectionary",5.0,1,300,5.0
The Sugarr and Spice,"Behala, South Kolkata", South Kolkata,Kolkata,"Desserts,  Bakery and Confectionary,  Fast Food",5.0,4,300,11.60964047443681
Sonamati Restaurant,"Behala, South Kolkata", South Kolkata,Kolkata,"North Indian,  Chinese,  Seafood,  Fast Food",3.9,33,700,19.84110508087632
The Sugarr and Spice,"Prince Anwar Shah Road, South Kolkata", South Kolkata,Kolkata,"Desserts,  Bakery and Confectionary",1.0,1,300,1.0
Eatelicious,"Behala, South Kolkata", South Kolkata,Kolkata,"Chinese,  Continental",3.9,4,600,9.055519570060712
Chai Addaa,"Golf Green, South Kolkata", South Kolkata,Kolkata,"Fast Food,  Tea",3.0,2,500,4.754887502163468
Wokaholic,"Jadavpur, South Kolkata", South Kolkata,Kolkata,"Asian,  Chinese",3.8,33,500,19.332358796751286
Hao Chi,"Behala, South Kolkata", South Kolkata,Kolkata,Chinese,4.1,24,500,19.039810378076368
Azad Hind Dhaba,"Pecon Tower,Rajarhat, 24 Parganas North", 24 Parganas North,Kolkata,"North Indian,  Chinese",3.7,31,800,18.5
Hotel Coco In,"Naktala, South Kolkata", South Kolkata,Kolkata,"North Indian,  Chinese",3.5,4,700,8.126748332105768
Azad Hind,"Garia, South Kolkata", South Kolkata,Kolkata,"North Indian,  Street Food",3.8,9,800,12.623326760571976
Khanti Damodaar Seth,"Behala, South Kolkata", South Kolkata,Kolkata,"Bengali,  North Indian",4.3,6,700,12.071626164847697
Xebra - The Sports Lounge,"Club Eco Vista,Rajarhat, 24 Parganas North", 24 Parganas North,Kolkata,Finger Food,4.5,61,1600,26.793883396740938
Wow! China by Wow! Momo,"Metropolis Mall,Santoshpur, South Kolkata", South Kolkata,Kolkata,Chinese,3.6,7,500,10.8
All Is Well,"Belgharia, 24 Parganas North", 24 Parganas North,Kolkata,"Chinese,  Fast Food,  North Indian",1.0,1,500,1.0
The Sugarr and Spice,"Behala, South Kolkata", South Kolkata,Kolkata,"Desserts,  Bakery and Confectionary,  Fast Food",4.0,2,300,6.339850002884624
Monginis,"Jadavpur, South Kolkata", South Kolkata,Kolkata,"Desserts,  Bakery and Confectionary,  Fast Food",2.3,4,200,5.340434618240932
Hatari,"Behala, South Kolkata", South Kolkata,Kolkata,"Chinese,  North Indian,  Seafood",4.3,53,1000,24.746016259302912
Wow! Momo,"Behala, South Kolkata", South Kolkata,Kolkata,"Fast Food,  Tibetan",3.7,20,400,16.251574464281415
Food O Holic,"Rajarhat, 24 Parganas North", 24 Parganas North,Kolkata,"North Indian,  Fast Food,  Chinese",1.0,1,500,1.0
Beans N Barrels,"New Town, 24 Parganas North", 24 Parganas North,Kolkata,"Finger Food,  North Indian,  Chinese,  Continental",4.2,12,1000,15.541846816192589
Bake Club,"Jadavpur, South Kolkata", South Kolkata,Kolkata,Bakery and Confectionary,1.0,1,100,1.0
Zodiac,"Fortune Park Panchwati,Kona Expressway, Howrah", Howrah,Kolkata,"North Indian,  Chinese",4.1,15,900,16.4
Hotel Royal Height,"Behala, South Kolkata", South Kolkata,Kolkata,"Multi-Cuisine,  North Indian,  Chinese,  Continental,  Thai,  Japanese",4.2,15,1200,16.8
The Sugarr and Spice,"Garia, South Kolkata", South Kolkata,Kolkata,"Desserts,  Bakery and Confectionary",1.0,1,300,1.0
Chowman,"Behala, South Kolkata", South Kolkata,Kolkata,"Asian,  Chinese,  Thai,  Seafood,  Oriental ",4.2,66,900,25.477574599922644
The Village,"Club Eco Vista,Rajarhat, 24 Parganas North", 24 Parganas North,Kolkata,"North Indian,  Chinese",4.0,31,1100,20.0
The Yellow Straw,"New Town, 24 Parganas North", 24 Parganas North,Kolkata,"Juice,  Shakes",4.3,3,300,8.6
The Sugarr and Spice,"Naktala, South Kolkata", South Kolkata,Kolkata,"Desserts,  Bakery and Confectionary",5.0,2,300,7.92481250360578
Monginis,"Behala, South Kolkata", South Kolkata,Kolkata,"Desserts,  Bakery and Confectionary,  Fast Food",3.8,22,200,17.189535433016648
Curry Pot,"Jadavpur, South Kolkata", South Kolkata,Kolkata,Bengali,3.0,2,300,4.754887502163468
Subway,"Rosedale Plaza,New Town, 24 Parganas North", 24 Parganas North,Kolkata,Health Food,4.5,7,400,13.5
Chowman,"Garia, South Kolkata", South Kolkata,Kolkata,"Asian,  Chinese,  Thai,  Seafood,  Oriental ",4.3,68,900,26.266655164146126
Sholo Ana Bangali,"Behala, South Kolkata", South Kolkata,Kolkata,Bengali,3.9,8,600,12.362707505625018
Yuan,"Garia, South Kolkata", South Kolkata,Kolkata,"Asian,  Chinese,  Thai",4.1,52,1000,23.484473863709113
Wow! Momo,"Ecospace Business Tower,Rajarhat, 24 Parganas North", 24 Parganas North,Kolkata,"Fast Food,  Tibetan",3.8,12,400,14.061670928936149
Wow! Momo,"Behala, South Kolkata", South Kolkata,Kolkata,"Fast Food,  Tibetan",4.6,13,400,17.513832641464976
Neptune,"Howrah, Howrah", Howrah,Kolkata,Finger Food,3.2,5,1300,8.2718800023077
Cafe Latte,"Behala, South Kolkata", South Kolkata,Kolkata,"Chinese,  Fast Food,  Continental",4.3,24,900,19.968581616031315
Aafter 9,"Garia, South Kolkata", South Kolkata,Kolkata,"North Indian,  Chinese,  Continental",4.3,19,1500,18.58429080801566
Krazzy for Waffle,"Garia, South Kolkata", South Kolkata,Kolkata,"Desserts,  Waffle,  Shakes",4.4,5,400,11.373835003173088
Monginis,"Ajoy Nagar, South Kolkata", South Kolkata,Kolkata,"Desserts,  Bakery and Confectionary,  Fast Food",1.0,1,200,1.0
Wow! China by Wow! Momo,"Behala, South Kolkata", South Kolkata,Kolkata,"Fast Food,  Tibetan",4.0,1,400,4.0
Azad Hind Dhaba,"Tollygunge, South Kolkata", South Kolkata,Kolkata,North Indian,3.1,24,800,14.395954188301646
Igloo Cafe & Ice Cream Parlour,"Behala, South Kolkata", South Kolkata,Kolkata,"Desserts,  Ice Cream,  Fast Food",3.0,1,500,3.0
Sholo Ana Bangali,"Garia, South Kolkata", South Kolkata,Kolkata,Bengali,3.8,3,600,7.6
Red Bamboo Shoot,"Garia, South Kolkata", South Kolkata,Kolkata,"Chinese,  Oriental ,  North Indian",4.0,35,800,20.67970000576925
Arhaam Rasoi,"Uniworld Downtown Mall,New Town, 24 Parganas North", 24 Parganas North,Kolkata,"North Indian,  Chinese,  Bengali,  Biryani",3.9,26,800,18.544061258437527
Wow! Momo,"Garia, South Kolkata", South Kolkata,Kolkata,"Fast Food,  Tibetan",5.0,1,400,5.0
Wow! Momo,"Garia, South Kolkata", South Kolkata,Kolkata,"Fast Food,  Tibetan",3.8,5,400,9.822857502740392
Chowman,"Sodepur, 24 Parganas North", 24 Parganas North,Kolkata,"Asian,  Chinese,  Thai,  Seafood,  Oriental ",4.1,25,900,19.271802844378477
The Sugarr and Spice,"Naktala, South Kolkata", South Kolkata,Kolkata,"Desserts,  Bakery and Confectionary",4.0,1,300,4.0
Babumashai  (The Last Metro),"Garia, South Kolkata", South Kolkata,Kolkata,"North Indian,  Chinese,  Mughlai",4.3,26,900,20.446016259302912
Momo And Adda,"Garia, South Kolkata", South Kolkata,Kolkata,"Chinese,  Tibetan",3.9,22,300,17.64189162862235
7/12 Fried Ice Cream Parlour,"Uniworld Downtown Mall,New Town, 24 Parganas North", 24 Parganas North,Kolkata,"Desserts,  Ice Cream",3.6,9,400,11.958941141594504
Baraf - The Last Metro,"Garia, South Kolkata", South Kolkata,Kolkata,"North Indian,  Chinese,  European,  Oriental ",4.3,4,1000,9.984290808015658
Wow! Momo,"Garia, South Kolkata", South Kolkata,Kolkata,"Fast Food,  Tibetan",3.0,2,400,4.754887502163468
The Chennai Dhaba,"Baghajatin, South Kolkata", South Kolkata,Kolkata,South Indian,1.0,1,300,1.0
Olive Grill,"Garia, South Kolkata", South Kolkata,Kolkata,"North Indian,  Chinese,  Fast Food",5.0,1,300,5.0
The Chennai Dhaba,"Baghajatin, South Kolkata", South Kolkata,Kolkata,South Indian,1.0,1,300,1.0
Jadu Kadai,"Behala, South Kolkata", South Kolkata,Kolkata,"North Indian,  Chinese",3.4,4,500,7.894555522617031
Aminia,"Garia, South Kolkata", South Kolkata,Kolkata,"North Indian,  Biryani",3.8,10,700,13.14584015082173
Sweet Chilliz,"Garia, South Kolkata", South Kolkata,Kolkata,"Fast Food,  Desserts",5.0,1,300,5.0
Noodle Oodle,"Garia, South Kolkata", South Kolkata,Kolkata,"Chinese,  Seafood",3.4,15,600,13.6
Puchkaman,"Garia, South Kolkata", South Kolkata,Kolkata,"Street Food,  Fast Food",3.4,9,500,11.294555522617031
Chowman,"Garia, South Kolkata", South Kolkata,Kolkata,"Asian,  Chinese,  Thai,  Seafood,  Oriental ",4.4,16,900,17.984836501501494
Wow! Momo,"Sodepur, 24 Parganas North", 24 Parganas North,Kolkata,"Fast Food,  Tibetan",4.4,21,400,19.62149912200411
Wow! Momo,"New Town, 24 Parganas North", 24 Parganas North,Kolkata,"Fast Food,  Tibetan",1.0,1,400,1.0
Hatari,"Garia, South Kolkata", South Kolkata,Kolkata,"Chinese,  North Indian,  Seafood",3.9,28,1000,18.94612588099753
Wow! China by Wow! Momo,"Sodepur, 24 Parganas North", 24 Parganas North,Kolkata,Chinese,4.1,26,500,19.49503875887022
Azad Hind Dhaba,"Behala, South Kolkata", South Kolkata,Kolkata,"North Indian,  Chinese,  Fast Food",3.6,18,800,15.292539048396907
Wow! Momo,"Sodepur, 24 Parganas North", 24 Parganas North,Kolkata,"Fast Food,  Tibetan",3.6,28,400,17.48873158245926
Benjamin Bangalee,"Thakurpukur, South Kolkata", South Kolkata,Kolkata,"North Indian,  Bengali,  Chinese,  Seafood",4.4,14,600,17.190318620677484
Wow! Momo,"Narendrapur, 24 Parganas South", 24 Parganas South,Mumbai,"Fast Food,  Tibetan",3.1,8,400,9.826767504471167
The Flavours,"Narendrapur, 24 Parganas South", 24 Parganas South,Mumbai,"North Indian,  Chinese,  Continental,  Mughlai",4.8,8,900,15.215640006923097
Wow! Momo,"Madhyamgram, 24 Parganas North", 24 Parganas North,Kolkata,"Fast Food,  Tibetan",3.9,8,400,12.362707505625018
Monginis,"Hooghly, North Kolkata", North Kolkata,Kolkata,"Desserts,  Bakery and Confectionary,  Fast Food",2.5,2,200,3.96240625180289
7/12 Fried Ice Cream Parlour,"Narendrapur, 24 Parganas South", 24 Parganas South,Mumbai,"Desserts,  Ice Cream",3.0,1,400,3.0
Wow! Momo,"Hooghly, North Kolkata", North Kolkata,Kolkata,"Fast Food,  Tibetan",1.0,1,400,1.0
Monginis,"Thakurpukur, South Kolkata", South Kolkata,Kolkata,"Desserts,  Bakery and Confectionary,  Fast Food",1.0,5,200,2.584962500721156
Buddha Bites,"Thakurpukur, South Kolkata", South Kolkata,Kolkata,"Chinese,  Asian",2.8,4,1000,6.501398665684614
7/12 Fried Ice Cream Parlour,"Star Mall,Madhyamgram, 24 Parganas North", 24 Parganas North,Kolkata,"Desserts,  Ice Cream",3.8,4,400,8.823326760571977
Aminia,"Srerampore, West Kolkata", West Kolkata,Kolkata,"North Indian,  Biryani",3.9,126,700,27.255870278411443
Monginis,"Barasat, 24 Parganas North", 24 Parganas North,Kolkata,"Desserts,  Bakery and Confectionary,  Fast Food",4.5,2,200,7.132331253245202
Wow! Momo,"Barasat, 24 Parganas North", 24 Parganas North,Kolkata,"Fast Food,  Tibetan",4.3,9,400,14.284290808015657
Aminia,"Barrackpore, 24 Parganas North", 24 Parganas North,Kolkata,"North Indian,  Biryani,  Mughlai",4.3,239,700,33.99962956111663
Punjab Restaurant And Madras Tiffin,"Barrackpore, 24 Parganas North", 24 Parganas North,Kolkata,"North Indian,  Chinese,  South Indian",5.0,1,500,5.0
Wow! Momo,"Barrackpore, 24 Parganas North", 24 Parganas North,Kolkata,"Fast Food,  Tibetan",4.0,17,400,16.67970000576925
Kasturi Restaurant,"Barrackpore, 24 Parganas North", 24 Parganas North,Kolkata,"Bengali,  Seafood",4.2,72,700,25.997263147296074
Wow! Momo,"Shyamnagar, 24 Parganas North", 24 Parganas North,Kolkata,"Fast Food,  Tibetan",1.0,1,400,1.0
Wow! Momo,"Chandannagar, North Kolkata", North Kolkata,Kolkata,"Fast Food,  Tibetan",4.0,2,400,6.339850002884624
Azad Hind Dhaba,"Howrah, Howrah", Howrah,Kolkata,North Indian,4.1,5,800,10.59834625295674
Monginis,"Hooghly, North Kolkata", North Kolkata,Kolkata,"Desserts,  Bakery and Confectionary,  Fast Food",4.1,7,200,12.299999999999999
Toasted N Roasted,"Kalyani, North Kolkata", North Kolkata,Kolkata,"North Indian,  Chinese,  Italian,  Continental",4.4,11,500,15.773835003173089
Azad Hind Dhaba,"Hooghly, North Kolkata", North Kolkata,Kolkata,North Indian,4.5,5,800,11.632331253245201
Barbeque World,"Sigma Legacy Building,Vastrapur, West Ahmedabad", West Ahmedabad,Ahmedabad,"North Indian,  Barbecue,  Chinese",4.3,123,1000,29.90304413466356
Turquoise Villa Bistro & Cafe,"Vastrapur, West Ahmedabad", West Ahmedabad,Ahmedabad,"Italian,  Continental,  North Indian,  Tea",4.1,99,1200,27.239810378076367
Umami By Curries,"Shivalik Plaza,Ambawadi, West Ahmedabad", West Ahmedabad,Ahmedabad,"North Indian,  Chinese,  Continental",4.4,190,1200,33.3406868433573
Makeba The Lounge Cafe,"3rd Eye Vision,Panjrapole, West Ahmedabad", West Ahmedabad,Ahmedabad,"Multi-Cuisine,  North Indian,  Italian,  Continental,  Thai,  Mexican,  Fast Food",4.5,245,800,35.741315274026576
Mocha,"Vasant Baug Society,Navrangpura, West Ahmedabad", West Ahmedabad,Ahmedabad,"Continental,  North Indian,  Italian,  Desserts,  Fast Food",4.5,125,800,31.397759655749624
Yanki Sizzlers,"Navrangpura, West Ahmedabad", West Ahmedabad,Ahmedabad,"Italian,  Continental,  Chinese,  Sizzlers",4.5,340,1200,37.86132568060878
Thyme And Whisk,"Ambawadi, West Ahmedabad", West Ahmedabad,Ahmedabad,"North Indian,  Italian,  Mexican,  Asian",5.0,3,1800,10.0
Nini's Kitchen,"3rd Eye Vision,Panjrapole, West Ahmedabad", West Ahmedabad,Ahmedabad,"North Indian,  Italian,  Continental,  Lebanese,  Shakes",4.3,150,1400,31.125140379097836
Sam's Pizza,"Shivalik Plaza,Ambawadi, West Ahmedabad", West Ahmedabad,Ahmedabad,"Pizza,  Italian",4.3,147,600,31.000649472204483
Mleko,"Navrangpura, West Ahmedabad", West Ahmedabad,Ahmedabad,"Desserts,  Shakes,  Fast Food",4.6,31,700,23.0
Kabhi B,"Ambawadi, West Ahmedabad", West Ahmedabad,Ahmedabad,"Desserts,  Bakery and Confectionary,  Fast Food",4.1,10,200,14.183669636412917
Birmies,"Antriksh Complex,Ambawadi, West Ahmedabad", West Ahmedabad,Ahmedabad,"North Indian,  Chinese,  Italian,  Mexican",4.0,5,600,10.339850002884624
Soulmate,"Navrangpura, West Ahmedabad", West Ahmedabad,Ahmedabad,"Multi-Cuisine,  North Indian,  Italian,  Oriental ",4.6,69,2100,28.194701877946844
The Mondo Kitchen,"Vastrapur, West Ahmedabad", West Ahmedabad,Ahmedabad,"North Indian,  Chinese,  Italian,  Continental,  Thai,  Mexican",4.5,25,900,21.151978731634916
Mocha,"Devashish Business Park,Bodakdev, West Ahmedabad", West Ahmedabad,Ahmedabad,"Continental,  North Indian,  Italian,  Desserts,  Fast Food",4.5,148,800,32.48625834207972
Tomato's,"Mardia Plaza,Ellis Bridge, Central Ahmedabad", Central Ahmedabad,Ahmedabad,"North Indian,  Chinese,  Continental,  Asian,  Pizza",4.5,72,1200,27.85421051496008
Bikanervala,"Satellite, West Ahmedabad", West Ahmedabad,Ahmedabad,"North Indian,  Street Food,  Chinese,  Fast Food",3.7,45,700,20.437179237410948
AB's - Absolute Barbecue,"Shivalik Shilp,Satellite, West Ahmedabad", West Ahmedabad,Ahmedabad,"North Indian,  Barbecue,  Seafood",4.4,539,1200,39.937988627023664
Vadilal Scoop Shop,"Ambawadi, West Ahmedabad", West Ahmedabad,Ahmedabad,"Ice Cream,  Desserts",5.0,2,300,7.92481250360578
Cafe Skryf,"Prashad Tower,Ambawadi, West Ahmedabad", West Ahmedabad,Ahmedabad,"Bakery and Confectionary,  Coffee,  Pizza,  Tea,  Shakes",4.4,7,500,13.200000000000001
The Indian Heat,"Shivalik Plaza,Ambawadi, West Ahmedabad", West Ahmedabad,Ahmedabad,"North Indian,  Chinese,  Seafood,  Arabian",4.2,18,1000,17.84129555646306
Sphere Lounge,"Ambawadi, West Ahmedabad", West Ahmedabad,Ahmedabad,"Continental,  Italian,  Fast Food",4.5,97,800,29.76619429851844
From The North,"Navrangpura, West Ahmedabad", West Ahmedabad,Ahmedabad,"North Indian,  Biryani",4.2,270,800,33.945025973686256
650 - The Global Kitchen,"Satellite, West Ahmedabad", West Ahmedabad,Ahmedabad,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental,  Thai,  Mexican,  Mediterranean",4.4,149,1000,31.80680223818188
Saffron,"Sankalp Square 2,Paldi, Central Ahmedabad", Central Ahmedabad,Ahmedabad,"North Indian,  Chinese,  Fast Food",4.1,236,800,32.34384732048286
1441 Pizzeria,"Gulbai Tekra, West Ahmedabad", West Ahmedabad,Ahmedabad,"Italian,  Pizza,  Fast Food",4.2,51,700,23.94184681619259
Jahanvee Restaurant,"Gulbai Tekra, West Ahmedabad", West Ahmedabad,Ahmedabad,"North Indian,  Chinese,  Continental",5.0,3,700,10.0
La Patron Cafe,"Ellis Bridge, Central Ahmedabad", Central Ahmedabad,Ahmedabad,"Mexican,  Italian,  Fast Food,  Shakes",4.4,120,700,30.44299824400822
Banana Leaf,"Satellite, West Ahmedabad", West Ahmedabad,Ahmedabad,South Indian,3.5,8,700,11.094737505048093
Radhika's Authentic South Indian Food,"Gold Leaf Complex,Navrangpura, West Ahmedabad", West Ahmedabad,Ahmedabad,South Indian,4.6,116,500,31.60367771008366
Harmony Resto Cafe,"Gala Business Center,Navrangpura, West Ahmedabad", West Ahmedabad,Ahmedabad,"Fast Food,  Coffee,  Burger,  Shakes",4.5,63,500,27.0
Saffron,"Samudra Complex,Navrangpura, West Ahmedabad", West Ahmedabad,Ahmedabad,"North Indian,  Barbecue",4.2,67,800,25.567343933251426
Hocco Eatery,"Vastrapur, West Ahmedabad", West Ahmedabad,Ahmedabad,"Fast Food,  Shakes,  Desserts,  Ice Cream,  Pizza",5.0,3,600,10.0
The Chocolate Room,"University Plaza,Navrangpura, West Ahmedabad", West Ahmedabad,Ahmedabad,"Desserts,  Coffee,  Ice Cream,  Fast Food,  Shakes",4.2,353,500,35.56394331034859
Timpani,"Radisson Blu Hotel,Ambawadi, West Ahmedabad", West Ahmedabad,Ahmedabad,"North Indian,  Chinese,  Italian,  Continental,  Seafood",5.0,235,1800,39.41321524680921
Khichdi Etc,"Gala Business Center,Navrangpura, West Ahmedabad", West Ahmedabad,Ahmedabad,"North Indian,  Health Food",5.0,3,500,10.0
Hocco Eatery,"Gulbai Tekra, West Ahmedabad", West Ahmedabad,Ahmedabad,"Fast Food,  Shakes,  Desserts,  Ice Cream,  Pizza",5.0,1,600,5.0
Roastery Cultur,"Bodakdev, West Ahmedabad", West Ahmedabad,Ahmedabad,"Coffee,  Fast Food",4.8,5,600,12.407820003461548
Fozzie's Pizzaiolo,"Navrangpura, West Ahmedabad", West Ahmedabad,Ahmedabad,"Italian,  Fast Food,  Continental,  Mexican,  Pizza",4.5,28,1000,21.860914478074072
The Great Kabab Factory,"Radisson Blu Hotel,Ambawadi, West Ahmedabad", West Ahmedabad,Ahmedabad,"North Indian,  Seafood,  Mughlai,  Hyderabadi",4.2,283,2000,34.228937901919664
Kovallam,"Navrangpura, West Ahmedabad", West Ahmedabad,Ahmedabad,South Indian,4.3,83,700,27.48696491794867
Ristretto - Behind The Rods,"Maharaja Palace,Navrangpura, West Ahmedabad", West Ahmedabad,Ahmedabad,"Italian,  Continental,  Indian Cuisine,  North Indian,  Fast Food,  Coffee,  Pizza",4.5,322,1000,37.50925659612266
Sankalp,"Navrangpura, West Ahmedabad", West Ahmedabad,Ahmedabad,South Indian,4.4,8,500,13.947670006346174
The Hideout Cafe,"Ambawadi, West Ahmedabad", West Ahmedabad,Ahmedabad,"Italian,  Fast Food",3.6,25,500,16.921582985307936
Alinea Restaurant,"3rd Eye-2,Navrangpura, West Ahmedabad", West Ahmedabad,Ahmedabad,"North Indian,  Italian,  Continental,  Oriental ",4.3,56,700,25.081427060908386
Cuppuccino,"HSG House,Navrangpura, West Ahmedabad", West Ahmedabad,Ahmedabad,"Italian,  Continental,  Mexican,  Fast Food,  Coffee,  Pizza",4.1,182,800,30.81436933696457
M.L.F Franco,"Shivam Complex,Navrangpura, West Ahmedabad", West Ahmedabad,Ahmedabad,"Fast Food,  Coffee,  Chinese,  Barbecue",4.2,103,400,28.14184681619259
Just Live Restaurant,"Maharaja Complex,Navrangpura, West Ahmedabad", West Ahmedabad,Ahmedabad,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Mexican",4.4,38,1200,23.255769762993896
Three Quarter Indian,"Satellite, West Ahmedabad", West Ahmedabad,Ahmedabad,"North Indian,  Continental,  Thai,  Chinese,  Mexican,  Fast Food",4.4,40,1200,23.57322882031957
tandoorworkZ,"Ellis Bridge, Central Ahmedabad", Central Ahmedabad,Ahmedabad,"North Indian,  Chinese,  Continental,  Fast Food",5.0,7,1000,15.0
Rangeen,"Satellite, West Ahmedabad", West Ahmedabad,Ahmedabad,"Multi-Cuisine,  Italian,  Continental,  European,  Modern Indian",4.6,55,2000,26.713832641464975
Hocco Eatery,"Sardar Center,Vastrapur, West Ahmedabad", West Ahmedabad,Ahmedabad,"Desserts,  Ice Cream,  Fast Food,  Shakes",3.9,7,500,11.7
Huber And Holly,"Navrangpura, West Ahmedabad", West Ahmedabad,Ahmedabad,"Desserts,  Ice Cream,  Fast Food",4.4,74,700,27.40680223818188
Puffizza,"Ellis Bridge, Central Ahmedabad", Central Ahmedabad,Ahmedabad,"Pizza,  Italian",4.6,17,700,19.181655006634635
Dakshination,"Navrangpura, West Ahmedabad", West Ahmedabad,Ahmedabad,South Indian,4.4,18,400,18.690881059151778
Sam's Pizza,"Vraj Avenue,Navrangpura, West Ahmedabad", West Ahmedabad,Ahmedabad,"Pizza,  Italian",4.2,80,600,26.627370012115424
Shakti - The Sandwich Shop,"Aryan Work Spaces,Navrangpura, West Ahmedabad", West Ahmedabad,Ahmedabad,Fast Food,4.3,35,400,22.230677506201943
Sazzy Sizzlers,"Thaltej, West Ahmedabad", West Ahmedabad,Ahmedabad,"Italian,  Chinese,  Sizzlers,  Continental,  Mexican",4.4,127,1100,30.800000000000004
Unlocked,"Dwarkesh Complex,Navrangpura, West Ahmedabad", West Ahmedabad,Ahmedabad,"Italian,  Mexican,  Desserts,  Fast Food",4.1,95,1000,26.998346252956736
Sankalp,"Sankalp Square 2,Paldi, Central Ahmedabad", Central Ahmedabad,Ahmedabad,South Indian,4.1,175,500,30.583669636412917
Vibes the cafe,"Navrangpura, West Ahmedabad", West Ahmedabad,Ahmedabad,"Italian,  Mexican",3.8,23,700,17.422857502740392
Sankalp,"Samir Building,Navrangpura, West Ahmedabad", West Ahmedabad,Ahmedabad,South Indian,4.5,53,500,25.896993759735608
Urban Khichdi,"Navrangpura, West Ahmedabad", West Ahmedabad,Ahmedabad,"Gujarati,  North Indian",4.4,79,700,27.8164836175044
Havmor Restaurant,"Stadium Complex,Navrangpura, West Ahmedabad", West Ahmedabad,Ahmedabad,"North Indian,  Italian,  Chinese,  Desserts",4.5,35,800,23.264662506490403
Radhika's Authentic South Indian Food,"Drive in Road, West Ahmedabad", West Ahmedabad,Ahmedabad,South Indian,4.3,60,500,25.50217055152041
Cafe Upper Crust,"Aarohi Complex,Navrangpura, West Ahmedabad", West Ahmedabad,Ahmedabad,"Italian,  European,  Multi-Cuisine,  North Indian",4.4,67,1000,26.784836501501495
Gamysticafe,"Aeon Complex,Navrangpura, West Ahmedabad", West Ahmedabad,Ahmedabad,"Italian,  Chinese,  Continental,  Fast Food",4.2,51,800,23.94184681619259
Prime Dine,"Satellite, West Ahmedabad", West Ahmedabad,Ahmedabad,"North Indian,  Chinese,  Continental,  Italian,  Thai,  Mexican",4.4,105,600,29.602850000078078
Aureate,"El Dorado Hotel,Navrangpura, West Ahmedabad", West Ahmedabad,Ahmedabad,"North Indian,  Italian,  Chinese,  Continental",4.5,342,1000,37.89929144777766
Artisan,"Regenta Central Antarim,Navrangpura, West Ahmedabad", West Ahmedabad,Ahmedabad,"Multi-Cuisine,  North Indian,  Italian,  Chinese",3.9,87,1000,25.19178331268546
Cherries,"Silver Heights Hotel,Navrangpura, West Ahmedabad", West Ahmedabad,Ahmedabad,"Multi-Cuisine,  North Indian,  Italian,  Continental,  Mexican,  Oriental ",4.5,158,1000,32.9079732987796
Firangi Fusion Cafe,"Navrangpura, West Ahmedabad", West Ahmedabad,Ahmedabad,"North Indian,  Italian,  Coffee,  Chinese,  Continental",4.3,10,600,14.875555960140378
The Shake Maker,"Navrangpura, West Ahmedabad", West Ahmedabad,Ahmedabad,"Desserts,  Shakes,  Fast Food",5.0,2,400,7.92481250360578
Ambrosia The Multicuisine Restaurant,"Atithi The Hotel,Ellis Bridge, Central Ahmedabad", Central Ahmedabad,Ahmedabad,"Multi-Cuisine,  North Indian,  Chinese,  Continental,  South Indian",4.3,31,800,21.5
Mirch Masala,"Chandan Complex,Navrangpura, West Ahmedabad", West Ahmedabad,Ahmedabad,"North Indian,  Mughlai",4.3,50,1400,24.391428970477428
